01000; 201002051800; 12;
01001; 201002051800; 10;
01002; 201002051800; 29;
01003; 201002051800; 1;
01004; 201002051800; 9;
01005; 201002051800; 124;
01006; 201002051800; 21;
01007; 201002051800; 13;
01008; 201002051800; 24;
02000; 201002051800; 9;
02001; 201002051800; 6;
02002; 201002051800; 8;
02003; 201002051800; 3;
02004; 201002051800; 6;
02005; 201002051800; 14;
02006; 201002051800; 5;
02007; 201002051800; 7;
02008; 201002051800; 10;
02009; 201002051800; 12;
02010; 201002051800; 8;
02011; 201002051800; 18;
02012; 201002051800; 12;
02013; 201002051800; 12;
02014; 201002051800; 6;
02015; 201002051800; 0;
02016; 201002051800; 10;
02017; 201002051800; 6;
02018; 201002051800; 45;
03000; 201002051800; 0;
03001; 201002051800; 21;
03002; 201002051800; 23;
03003; 201002051800; 11;
03004; 201002051800; 8;
03005; 201002051800; 22;
03006; 201002051800; 3;
03007; 201002051800; 4;
03008; 201002051800; 10;
03009; 201002051800; 9;
03010; 201002051800; 11;
03011; 201002051800; 3;
03012; 201002051800; 5;
03013; 201002051800; 9;
03014; 201002051800; 3;
03015; 201002051800; 6;
03016; 201002051800; 10;
03017; 201002051800; 17;
03018; 201002051800; 7;
03019; 201002051800; 4;
03020; 201002051800; 3;
03021; 201002051800; 4;
03022; 201002051800; 6;
04000; 201002051800; 8;
04001; 201002051800; 5;
04002; 201002051800; 11;
04003; 201002051800; 0;
04004; 201002051800; 6;
04005; 201002051800; 0;
04006; 201002051800; 4;
04007; 201002051800; 8;
04008; 201002051800; 4;
04009; 201002051800; 5;
04010; 201002051800; 3;
04011; 201002051800; 10;
04012; 201002051800; 12;
05000; 201002051800; 2;
05001; 201002051800; 9;
05002; 201002051800; 11;
05003; 201002051800; 6;
06000; 201002051800; 6;
06001; 201002051800; 3;
07000; 201002051800; 12;
07001; 201002051800; 6;
07002; 201002051800; 6;
07003; 201002051800; 8;
07004; 201002051800; 3;
07005; 201002051800; 2;
08000; 201002051800; 15;
08001; 201002051800; 2;
08002; 201002051800; 8;
08003; 201002051800; 1;
08004; 201002051800; 0;
08005; 201002051800; 11;
08006; 201002051800; 15;
08007; 201002051800; 8;
08008; 201002051800; 9;
08009; 201002051800; 3;
09000; 201002051800; 1;
09001; 201002051800; 1;
09002; 201002051800; 6;
09003; 201002051800; 1;
09004; 201002051800; 1;
09005; 201002051800; 3;
09006; 201002051800; 1;
09007; 201002051800; 5;
09008; 201002051800; 4;
09009; 201002051800; 4;
09010; 201002051800; 2;
09011; 201002051800; 0;
09012; 201002051800; 3;
09013; 201002051800; 5;
09014; 201002051800; 6;
09015; 201002051800; 6;
09016; 201002051800; 6;
09017; 201002051800; 3;
09018; 201002051800; 19;
09019; 201002051800; 12;
09020; 201002051800; 7;
09021; 201002051800; 5;
09022; 201002051800; 7;
09023; 201002051800; 2;
09024; 201002051800; 3;
09025; 201002051800; 4;
09026; 201002051800; 0;
09027; 201002051800; 2;
09028; 201002051800; 0;
09029; 201002051800; 4;
09030; 201002051800; 2;
09031; 201002051800; 1;
09032; 201002051800; 3;
09033; 201002051800; 9;
09034; 201002051800; 8;
10000; 201002051800; 2;
10001; 201002051800; 8;
10002; 201002051800; 0;
10003; 201002051800; 4;
10004; 201002051800; 3;
10005; 201002051800; 5;
10006; 201002051800; 8;
10007; 201002051800; 8;
11000; 201002051800; 10;
11001; 201002051800; 24;
11002; 201002051800; 1;
11003; 201002051800; 16;
